,title,label,new_title,Tokeniz,new_title2,stemmed_title
2319,Pengacara Pegi Minta Gelar Perkara Khusus Kasus Pembunuhan Vina,hard,pengacara pegi minta gelar perkara khusus kasus pembunuhan vina,"['pengacara', 'pegi', 'minta', 'gelar', 'perkara', 'khusus', 'kasus', 'pembunuhan', 'vina']","['pengacara', 'pegi', 'gelar', 'perkara', 'khusus', 'pembunuhan', 'vina']","['acara', 'pegi', 'gelar', 'perkara', 'khusus', 'bunuh', 'vina']"
2320,Kapolri Buka Rakernis Baharkam Polri di Makassar,hard,kapolri buka rakernis baharkam polri di makassar,"['kapolri', 'buka', 'rakernis', 'baharkam', 'polri', 'di', 'makassar']","['kapolri', 'buka', 'rakernis', 'baharkam', 'polri', 'makassar']","['kapolri', 'buka', 'rakernis', 'baharkam', 'polri', 'makassar']"
2321,SYL Ngaku Belikan Jaket Rp 46 Juta untuk Anak Pakai Kartu Kredit Pribadi,hard,syl ngaku belikan jaket rp juta untuk anak pakai kartu kredit pribadi,"['syl', 'ngaku', 'belikan', 'jaket', 'rp', 'juta', 'untuk', 'anak', 'pakai', 'kartu', 'kredit', 'pribadi']","['syl', 'ngaku', 'belikan', 'jaket', 'rp', 'juta', 'anak', 'pakai', 'kartu', 'kredit', 'pribadi']","['syl', 'ngaku', 'belikan', 'jaket', 'rp', 'juta', 'anak', 'pakai', 'kartu', 'kredit', 'pribadi']"
2322,"Fahri Hamzah soal Tapera: Kesalahannya Disebut Tabungan, tapi Maksa",hard,fahri hamzah soal tapera kesalahannya disebut tabungan tapi maksa,"['fahri', 'hamzah', 'soal', 'tapera', 'kesalahannya', 'disebut', 'tabungan', 'tapi', 'maksa']","['fahri', 'hamzah', 'tapera', 'kesalahannya', 'tabungan', 'maksa']","['fahri', 'hamzah', 'tapera', 'salah', 'tabung', 'maksa']"
2323,Polisi Audiensi dengan Pihak UI dan Keluarga Terkait Kematian Akseyna,hard,polisi audiensi dengan pihak ui dan keluarga terkait kematian akseyna,"['polisi', 'audiensi', 'dengan', 'pihak', 'ui', 'dan', 'keluarga', 'terkait', 'kematian', 'akseyna']","['polisi', 'audiensi', 'ui', 'keluarga', 'terkait', 'kematian', 'akseyna']","['polisi', 'audiensi', 'ui', 'keluarga', 'kait', 'mati', 'akseyna']"
2324,"Jokowi Sempat Makan Malam dengan Tokoh Adat di IKN, Ini yang Dibahas",hard,jokowi sempat makan malam dengan tokoh adat di ikn ini yang dibahas,"['jokowi', 'sempat', 'makan', 'malam', 'dengan', 'tokoh', 'adat', 'di', 'ikn', 'ini', 'yang', 'dibahas']","['makan', 'malam', 'tokoh', 'adat', 'ikn', 'dibahas']","['makan', 'malam', 'tokoh', 'adat', 'ikn', 'bahas']"
2325,"Istri SYL Beli Rumah Pakai Nama GM Prambors, Cicilan Rp 80,6 Juta/Bulan",hard,istri syl beli rumah pakai nama gm prambors cicilan rp jutabulan,"['istri', 'syl', 'beli', 'rumah', 'pakai', 'nama', 'gm', 'prambors', 'cicilan', 'rp', 'jutabulan']","['istri', 'syl', 'beli', 'rumah', 'pakai', 'nama', 'gm', 'prambors', 'cicilan', 'rp', 'jutabulan']","['istri', 'syl', 'beli', 'rumah', 'pakai', 'nama', 'gm', 'prambors', 'cicil', 'rp', 'jutabulan']"
2326,"Tugas Baru Bambang Susantono Diungkap Jokowi, Masih Terkait IKN",hard,tugas baru bambang susantono diungkap jokowi masih terkait ikn,"['tugas', 'baru', 'bambang', 'susantono', 'diungkap', 'jokowi', 'masih', 'terkait', 'ikn']","['tugas', 'bambang', 'susantono', 'diungkap', 'terkait', 'ikn']","['tugas', 'bambang', 'susantono', 'ungkap', 'kait', 'ikn']"
2327,MenPAN-RB Tegaskan RPP soal Non-ASN Harus Adil bagi Seluruh Pihak,hard,menpanrb tegaskan rpp soal nonasn harus adil bagi seluruh pihak,"['menpanrb', 'tegaskan', 'rpp', 'soal', 'nonasn', 'harus', 'adil', 'bagi', 'seluruh', 'pihak']","['menpanrb', 'tegaskan', 'rpp', 'nonasn', 'adil']","['menpanrb', 'tegas', 'rpp', 'nonasn', 'adil']"
2328,"Minta Dukungan Masyarakat, Polisi Buka Hotline untuk Kasus Vina Cirebon",hard,minta dukungan masyarakat polisi buka hotline untuk kasus vina cirebon,"['minta', 'dukungan', 'masyarakat', 'polisi', 'buka', 'hotline', 'untuk', 'kasus', 'vina', 'cirebon']","['dukungan', 'masyarakat', 'polisi', 'buka', 'hotline', 'vina', 'cirebon']","['dukung', 'masyarakat', 'polisi', 'buka', 'hotline', 'vina', 'cirebon']"
2329,"TNI Mau Bangun RS Lapangan di Gaza, Legislator Wanti-wanti soal Lokasi",hard,tni mau bangun rs lapangan di gaza legislator wantiwanti soal lokasi,"['tni', 'mau', 'bangun', 'rs', 'lapangan', 'di', 'gaza', 'legislator', 'wantiwanti', 'soal', 'lokasi']","['tni', 'bangun', 'rs', 'lapangan', 'gaza', 'legislator', 'wantiwanti', 'lokasi']","['tni', 'bangun', 'rs', 'lapang', 'gaza', 'legislator', 'wantiwanti', 'lokasi']"
2330,"Caleg PKS Tak Jujur Jadi Petugas KPPS, 2 TPS di Sorong Harus Coblos Ulang",hard,caleg pks tak jujur jadi petugas kpps tps di sorong harus coblos ulang,"['caleg', 'pks', 'tak', 'jujur', 'jadi', 'petugas', 'kpps', 'tps', 'di', 'sorong', 'harus', 'coblos', 'ulang']","['caleg', 'pks', 'jujur', 'petugas', 'kpps', 'tps', 'sorong', 'coblos', 'ulang']","['caleg', 'pks', 'jujur', 'tugas', 'kpps', 'tps', 'sorong', 'coblos', 'ulang']"
2331,"Didik Incar Bocah di Bekasi Sebulan, 2 Kali Cabuli Korban Sebelum Membunuh",hard,didik incar bocah di bekasi sebulan kali cabuli korban sebelum membunuh,"['didik', 'incar', 'bocah', 'di', 'bekasi', 'sebulan', 'kali', 'cabuli', 'korban', 'sebelum', 'membunuh']","['didik', 'incar', 'bocah', 'bekasi', 'sebulan', 'kali', 'cabuli', 'korban', 'membunuh']","['didik', 'incar', 'bocah', 'bekas', 'bulan', 'kali', 'cabul', 'korban', 'bunuh']"
2332,Ngeri! Kepala Salah Satu Korban Tawuran di Bogor Tertancap Celurit,hard,ngeri kepala salah satu korban tawuran di bogor tertancap celurit,"['ngeri', 'kepala', 'salah', 'satu', 'korban', 'tawuran', 'di', 'bogor', 'tertancap', 'celurit']","['ngeri', 'kepala', 'salah', 'korban', 'tawuran', 'tertancap', 'celurit']","['ngeri', 'kepala', 'salah', 'korban', 'tawur', 'tancap', 'celurit']"
2333,"Cecar Saksi Soal Uji Beban Tol MBZ, Hakim Sampai Angkat Palu",hard,cecar saksi soal uji beban tol mbz hakim sampai angkat palu,"['cecar', 'saksi', 'soal', 'uji', 'beban', 'tol', 'mbz', 'hakim', 'sampai', 'angkat', 'palu']","['cecar', 'saksi', 'uji', 'beban', 'tol', 'mbz', 'hakim', 'angkat', 'palu']","['cecar', 'saksi', 'uji', 'beban', 'tol', 'mbz', 'hakim', 'angkat', 'palu']"
2334,Terungkap Motif Pengeroyokan Pelajar di Jaksel hingga Tewas Gegara Asmara,hard,terungkap motif pengeroyokan pelajar di jaksel hingga tewas gegara asmara,"['terungkap', 'motif', 'pengeroyokan', 'pelajar', 'di', 'jaksel', 'hingga', 'tewas', 'gegara', 'asmara']","['terungkap', 'motif', 'pengeroyokan', 'pelajar', 'jaksel', 'tewas', 'gegara', 'asmara']","['ungkap', 'motif', 'keroyok', 'ajar', 'jaksel', 'tewas', 'gegara', 'asmara']"
2335,"Golkar Pastikan Raih 102 Kursi DPR di 2024, Bertambah 17 dari Pileg 2019",hard,golkar pastikan raih kursi dpr di bertambah dari pileg,"['golkar', 'pastikan', 'raih', 'kursi', 'dpr', 'di', 'bertambah', 'dari', 'pileg']","['golkar', 'pastikan', 'raih', 'kursi', 'dpr', 'bertambah', 'pileg']","['golkar', 'pasti', 'raih', 'kursi', 'dpr', 'tambah', 'pileg']"
2336,Teganya Israel Gempur Sekolah PBB di Gaza hingga Berjatuhan Korban Jiwa,hard,teganya israel gempur sekolah pbb di gaza hingga berjatuhan korban jiwa,"['teganya', 'israel', 'gempur', 'sekolah', 'pbb', 'di', 'gaza', 'hingga', 'berjatuhan', 'korban', 'jiwa']","['teganya', 'israel', 'gempur', 'sekolah', 'pbb', 'gaza', 'berjatuhan', 'korban', 'jiwa']","['tega', 'israel', 'gempur', 'sekolah', 'pbb', 'gaza', 'jatuh', 'korban', 'jiwa']"
2337,Kemlu RI Kecam Israel Serbu Masjid Al Aqsa Saat Pawai Bendera: Provokatif!,hard,kemlu ri kecam israel serbu masjid al aqsa saat pawai bendera provokatif,"['kemlu', 'ri', 'kecam', 'israel', 'serbu', 'masjid', 'al', 'aqsa', 'saat', 'pawai', 'bendera', 'provokatif']","['kemlu', 'ri', 'kecam', 'israel', 'serbu', 'masjid', 'al', 'aqsa', 'pawai', 'bendera', 'provokatif']","['kemlu', 'ri', 'kecam', 'israel', 'serbu', 'masjid', 'al', 'aqsa', 'pawai', 'bendera', 'provokatif']"
2338,"Polisi Temukan 11 Foto di Rumah Pembunuh Bocah Bekasi, Ada yang Tertusuk Paku",hard,polisi temukan foto di rumah pembunuh bocah bekasi ada yang tertusuk paku,"['polisi', 'temukan', 'foto', 'di', 'rumah', 'pembunuh', 'bocah', 'bekasi', 'ada', 'yang', 'tertusuk', 'paku']","['polisi', 'temukan', 'foto', 'rumah', 'pembunuh', 'bocah', 'bekasi', 'tertusuk', 'paku']","['polisi', 'temu', 'foto', 'rumah', 'bunuh', 'bocah', 'bekas', 'tusuk', 'paku']"
2339,Plaza Indonesia Ungkap Kondisi Fay Anjing Pelacak yang Dianiaya Sekuriti,hard,plaza indonesia ungkap kondisi fay anjing pelacak yang dianiaya sekuriti,"['plaza', 'indonesia', 'ungkap', 'kondisi', 'fay', 'anjing', 'pelacak', 'yang', 'dianiaya', 'sekuriti']","['plaza', 'kondisi', 'fay', 'anjing', 'pelacak', 'dianiaya', 'sekuriti']","['plaza', 'kondisi', 'fay', 'anjing', 'lacak', 'aniaya', 'sekuriti']"
2340,"Tawuran Antarkelompok Pelajar di Bogor, Dua Orang Terluka Akibat Sajam",hard,tawuran antarkelompok pelajar di bogor dua orang terluka akibat sajam,"['tawuran', 'antarkelompok', 'pelajar', 'di', 'bogor', 'dua', 'orang', 'terluka', 'akibat', 'sajam']","['tawuran', 'antarkelompok', 'pelajar', 'orang', 'terluka', 'akibat', 'sajam']","['tawur', 'antarkelompok', 'ajar', 'orang', 'luka', 'akibat', 'sajam']"
2341,Ini Alasan Didik Pembunuh Bocah Bekasi Izinkan Dukun M Praktik di Rumahnya,hard,ini alasan didik pembunuh bocah bekasi izinkan dukun m praktik di rumahnya,"['ini', 'alasan', 'didik', 'pembunuh', 'bocah', 'bekasi', 'izinkan', 'dukun', 'm', 'praktik', 'di', 'rumahnya']","['alasan', 'didik', 'pembunuh', 'bocah', 'bekasi', 'izinkan', 'dukun', 'praktik', 'rumahnya']","['alas', 'didik', 'bunuh', 'bocah', 'bekas', 'izin', 'dukun', 'praktik', 'rumah']"
2342,"Pilu ART di Karawaci Dianiaya Majikan, Tewas karena Loncat Mau Kabur",hard,pilu art di karawaci dianiaya majikan tewas karena loncat mau kabur,"['pilu', 'art', 'di', 'karawaci', 'dianiaya', 'majikan', 'tewas', 'karena', 'loncat', 'mau', 'kabur']","['pilu', 'art', 'karawaci', 'dianiaya', 'majikan', 'tewas', 'loncat', 'kabur']","['pilu', 'art', 'karawaci', 'aniaya', 'majikan', 'tewas', 'loncat', 'kabur']"
2343,IPGI Minta DPR Dorong Evaluasi Kebijakan HGBT,hard,ipgi minta dpr dorong evaluasi kebijakan hgbt,"['ipgi', 'minta', 'dpr', 'dorong', 'evaluasi', 'kebijakan', 'hgbt']","['ipgi', 'dpr', 'dorong', 'evaluasi', 'kebijakan', 'hgbt']","['ipgi', 'dpr', 'dorong', 'evaluasi', 'bijak', 'hgbt']"
2344,Plaza Indonesia Putus Kerja Sama Vendor Buntut Sekuriti Aniaya Anjing,hard,plaza indonesia putus kerja sama vendor buntut sekuriti aniaya anjing,"['plaza', 'indonesia', 'putus', 'kerja', 'sama', 'vendor', 'buntut', 'sekuriti', 'aniaya', 'anjing']","['plaza', 'putus', 'kerja', 'vendor', 'buntut', 'sekuriti', 'aniaya', 'anjing']","['plaza', 'putus', 'kerja', 'vendor', 'buntut', 'sekuriti', 'aniaya', 'anjing']"
2345,"Ketua DPRD Surabaya: Juni Bulan Bung Karno, Warisi Apinya Jangan Abunya",hard,ketua dprd surabaya juni bulan bung karno warisi apinya jangan abunya,"['ketua', 'dprd', 'surabaya', 'juni', 'bulan', 'bung', 'karno', 'warisi', 'apinya', 'jangan', 'abunya']","['ketua', 'dprd', 'surabaya', 'juni', 'karno', 'warisi', 'apinya', 'abunya']","['ketua', 'dprd', 'surabaya', 'juni', 'karno', 'waris', 'api', 'abu']"
2346,"Gempa M 5,9 Terjadi di Sarmi Papua",hard,gempa m terjadi di sarmi papua,"['gempa', 'm', 'terjadi', 'di', 'sarmi', 'papua']","['gempa', 'sarmi', 'papua']","['gempa', 'sarmi', 'papua']"
2347,"Sudirman Said soal Pilkada DKI: Kalau Dapat Kepercayaan, Bismillah Maju",hard,sudirman said soal pilkada dki kalau dapat kepercayaan bismillah maju,"['sudirman', 'said', 'soal', 'pilkada', 'dki', 'kalau', 'dapat', 'kepercayaan', 'bismillah', 'maju']","['sudirman', 'said', 'pilkada', 'kepercayaan', 'bismillah', 'maju']","['sudirman', 'said', 'pilkada', 'percaya', 'bismillah', 'maju']"
2348,"Hanura Gelar Rapimnas Hari Ini, Bahas Situasi Politik-Target Pilkada",hard,hanura gelar rapimnas hari ini bahas situasi politiktarget pilkada,"['hanura', 'gelar', 'rapimnas', 'hari', 'ini', 'bahas', 'situasi', 'politiktarget', 'pilkada']","['hanura', 'gelar', 'rapimnas', 'bahas', 'situasi', 'politiktarget', 'pilkada']","['hanura', 'gelar', 'rapimnas', 'bahas', 'situasi', 'politiktarget', 'pilkada']"
2349,"Sekeluarga di Sumsel Perkosa Remaja, Modusnya Syarat Ikut Kuda Lumping",hard,sekeluarga di sumsel perkosa remaja modusnya syarat ikut kuda lumping,"['sekeluarga', 'di', 'sumsel', 'perkosa', 'remaja', 'modusnya', 'syarat', 'ikut', 'kuda', 'lumping']","['sekeluarga', 'sumsel', 'perkosa', 'remaja', 'modusnya', 'syarat', 'kuda', 'lumping']","['keluarga', 'sumsel', 'perkosa', 'remaja', 'modus', 'syarat', 'kuda', 'lumping']"
2350,"Bikin Kacau Lagi, OPM Tembak Mati Warga Pegunungan Bintang Papua",hard,bikin kacau lagi opm tembak mati warga pegunungan bintang papua,"['bikin', 'kacau', 'lagi', 'opm', 'tembak', 'mati', 'warga', 'pegunungan', 'bintang', 'papua']","['bikin', 'kacau', 'opm', 'tembak', 'mati', 'pegunungan', 'bintang', 'papua']","['bikin', 'kacau', 'opm', 'tembak', 'mati', 'gunung', 'bintang', 'papua']"
2351,"KPK Geledah Rumah di Samarinda Terkait Rita Widyasari, Belasan Mobil Disita",hard,kpk geledah rumah di samarinda terkait rita widyasari belasan mobil disita,"['kpk', 'geledah', 'rumah', 'di', 'samarinda', 'terkait', 'rita', 'widyasari', 'belasan', 'mobil', 'disita']","['kpk', 'geledah', 'rumah', 'samarinda', 'terkait', 'rita', 'widyasari', 'belasan', 'mobil', 'disita']","['kpk', 'geledah', 'rumah', 'samarinda', 'kait', 'rita', 'widyasari', 'bas', 'mobil', 'sita']"
2352,Polri Dampingi Kemensos Salurkan Bansos di Lamongan agar Tepat Sasaran,hard,polri dampingi kemensos salurkan bansos di lamongan agar tepat sasaran,"['polri', 'dampingi', 'kemensos', 'salurkan', 'bansos', 'di', 'lamongan', 'agar', 'tepat', 'sasaran']","['polri', 'dampingi', 'kemensos', 'salurkan', 'bansos', 'lamongan', 'sasaran']","['polri', 'damping', 'kemensos', 'salur', 'bansos', 'lamongan', 'sasar']"
2353,"Tewas Dikeroyok Usai Dikira Maling, Bos Rental Mau Ambil Mobil Dibawa ke Pati",hard,tewas dikeroyok usai dikira maling bos rental mau ambil mobil dibawa ke pati,"['tewas', 'dikeroyok', 'usai', 'dikira', 'maling', 'bos', 'rental', 'mau', 'ambil', 'mobil', 'dibawa', 'ke', 'pati']","['tewas', 'dikeroyok', 'maling', 'bos', 'rental', 'ambil', 'mobil', 'dibawa', 'pati']","['tewas', 'keroyok', 'maling', 'bos', 'rental', 'ambil', 'mobil', 'bawa', 'pati']"
2354,Prabowo soal Kans Usung Sudaryono di Pilgub Jateng: Kita Tunggu Waktunya,hard,prabowo soal kans usung sudaryono di pilgub jateng kita tunggu waktunya,"['prabowo', 'soal', 'kans', 'usung', 'sudaryono', 'di', 'pilgub', 'jateng', 'kita', 'tunggu', 'waktunya']","['kans', 'usung', 'sudaryono', 'pilgub', 'jateng', 'tunggu']","['kans', 'usung', 'sudaryono', 'pilgub', 'jateng', 'tunggu']"
2355,"Bakal Bantu Khofifah-Emil di Jatim, Gibran Dukung Siapa di Pilgub Jateng?",hard,bakal bantu khofifahemil di jatim gibran dukung siapa di pilgub jateng,"['bakal', 'bantu', 'khofifahemil', 'di', 'jatim', 'gibran', 'dukung', 'siapa', 'di', 'pilgub', 'jateng']","['bantu', 'khofifahemil', 'jatim', 'pilgub', 'jateng']","['bantu', 'khofifahemil', 'jatim', 'pilgub', 'jateng']"
2356,"Galian di Cikini Berbulan-bulan Belum Rampung, Ternyata Ini Proyeknya",hard,galian di cikini berbulanbulan belum rampung ternyata ini proyeknya,"['galian', 'di', 'cikini', 'berbulanbulan', 'belum', 'rampung', 'ternyata', 'ini', 'proyeknya']","['galian', 'cikini', 'berbulanbulan', 'rampung', 'proyeknya']","['gali', 'cikini', 'berbulanbulan', 'rampung', 'proyek']"
2357,Standarisasi Vape Dinilai Perlu Untuk Kurangi Penyalahgunaan,hard,standarisasi vape dinilai perlu untuk kurangi penyalahgunaan,"['standarisasi', 'vape', 'dinilai', 'perlu', 'untuk', 'kurangi', 'penyalahgunaan']","['standarisasi', 'vape', 'dinilai', 'kurangi', 'penyalahgunaan']","['standar', 'vape', 'nilai', 'kurang', 'penyalahgunaan']"
2358,MK Tolak Gugatan NasDem di Jateng V: Perolehan Suara Telah Sesuai,hard,mk tolak gugatan nasdem di jateng v perolehan suara telah sesuai,"['mk', 'tolak', 'gugatan', 'nasdem', 'di', 'jateng', 'v', 'perolehan', 'suara', 'telah', 'sesuai']","['mk', 'tolak', 'gugatan', 'nasdem', 'jateng', 'v', 'perolehan', 'suara', 'sesuai']","['mk', 'tolak', 'gugat', 'nasdem', 'jateng', 'v', 'oleh', 'suara', 'sesuai']"
2359,AHY Sebut Butuh Strategi Prioritas untuk Wujudkan Indonesia Emas 2045,hard,ahy sebut butuh strategi prioritas untuk wujudkan indonesia emas,"['ahy', 'sebut', 'butuh', 'strategi', 'prioritas', 'untuk', 'wujudkan', 'indonesia', 'emas']","['ahy', 'butuh', 'strategi', 'prioritas', 'wujudkan', 'emas']","['ahy', 'butuh', 'strategi', 'prioritas', 'wujud', 'emas']"
2360,Legislator Harap Ada Kalender Islam Dunia Agar Tak Ada Beda Hari Raya,hard,legislator harap ada kalender islam dunia agar tak ada beda hari raya,"['legislator', 'harap', 'ada', 'kalender', 'islam', 'dunia', 'agar', 'tak', 'ada', 'beda', 'hari', 'raya']","['legislator', 'harap', 'kalender', 'islam', 'dunia', 'beda', 'raya']","['legislator', 'harap', 'kalender', 'islam', 'dunia', 'beda', 'raya']"
2361,Terungkap Sindikat Hipnotis di Soetta Ternyata Residivis,hard,terungkap sindikat hipnotis di soetta ternyata residivis,"['terungkap', 'sindikat', 'hipnotis', 'di', 'soetta', 'ternyata', 'residivis']","['terungkap', 'sindikat', 'hipnotis', 'soetta', 'residivis']","['ungkap', 'sindikat', 'hipnotis', 'soetta', 'residivis']"
2362,"Tancap Gas Selesaikan Penelitian Disertasi, AHY Gelar FGD di Jaksel",hard,tancap gas selesaikan penelitian disertasi ahy gelar fgd di jaksel,"['tancap', 'gas', 'selesaikan', 'penelitian', 'disertasi', 'ahy', 'gelar', 'fgd', 'di', 'jaksel']","['tancap', 'gas', 'selesaikan', 'penelitian', 'disertasi', 'ahy', 'gelar', 'fgd', 'jaksel']","['tancap', 'gas', 'selesai', 'teliti', 'disertasi', 'ahy', 'gelar', 'fgd', 'jaksel']"
2363,United Tractors Raih 3 Penghargaan Tingkat Asia Terkait Kesejahteraan Karyawan,hard,united tractors raih penghargaan tingkat asia terkait kesejahteraan karyawan,"['united', 'tractors', 'raih', 'penghargaan', 'tingkat', 'asia', 'terkait', 'kesejahteraan', 'karyawan']","['united', 'tractors', 'raih', 'penghargaan', 'tingkat', 'asia', 'terkait', 'kesejahteraan', 'karyawan']","['united', 'tractors', 'raih', 'harga', 'tingkat', 'asia', 'kait', 'sejahtera', 'karyawan']"
2364,Kata Hasto PDIP soal Prabowo Unggah Kenangan 103 Tahun Kelahiran Soeharto,soft,kata hasto pdip soal prabowo unggah kenangan tahun kelahiran soeharto,"['kata', 'hasto', 'pdip', 'soal', 'prabowo', 'unggah', 'kenangan', 'tahun', 'kelahiran', 'soeharto']","['pdip', 'unggah', 'kenangan', 'kelahiran', 'soeharto']","['pdip', 'unggah', 'kenang', 'lahir', 'soeharto']"
2365,Bom Mobil Meledak Tewaskan 2 Pejuang Pro-Iran di Suriah,hard,bom mobil meledak tewaskan pejuang proiran di suriah,"['bom', 'mobil', 'meledak', 'tewaskan', 'pejuang', 'proiran', 'di', 'suriah']","['bom', 'mobil', 'meledak', 'tewaskan', 'pejuang', 'proiran', 'suriah']","['bom', 'mobil', 'ledak', 'tewas', 'juang', 'proiran', 'suriah']"
2366,"Peringati Bulan Bung Karno, PDIP Gelar Wayangan Lakon Pandu Swargo",soft,peringati bulan bung karno pdip gelar wayangan lakon pandu swargo,"['peringati', 'bulan', 'bung', 'karno', 'pdip', 'gelar', 'wayangan', 'lakon', 'pandu', 'swargo']","['peringati', 'karno', 'pdip', 'gelar', 'wayangan', 'lakon', 'pandu', 'swargo']","['ingat', 'karno', 'pdip', 'gelar', 'wayang', 'lakon', 'pandu', 'swargo']"
2367,Basarnas Setop Pencarian 10 Korban Hilang Banjir Sumbar: Sudah Tak Efektif,hard,basarnas setop pencarian korban hilang banjir sumbar sudah tak efektif,"['basarnas', 'setop', 'pencarian', 'korban', 'hilang', 'banjir', 'sumbar', 'sudah', 'tak', 'efektif']","['basarnas', 'setop', 'pencarian', 'korban', 'hilang', 'banjir', 'sumbar', 'efektif']","['basarnas', 'setop', 'cari', 'korban', 'hilang', 'banjir', 'sumbar', 'efektif']"
2368,Gugur Wali Kota Gaza Digempur Israel kala Tinjau Pengelolaan Air,hard,gugur wali kota gaza digempur israel kala tinjau pengelolaan air,"['gugur', 'wali', 'kota', 'gaza', 'digempur', 'israel', 'kala', 'tinjau', 'pengelolaan', 'air']","['gugur', 'wali', 'kota', 'gaza', 'digempur', 'israel', 'tinjau', 'pengelolaan', 'air']","['gugur', 'wali', 'kota', 'gaza', 'gempur', 'israel', 'tinjau', 'kelola', 'air']"
2369,Serangan Kejutan ke PM Denmark di Alun-alun Kopenhagen,hard,serangan kejutan ke pm denmark di alunalun kopenhagen,"['serangan', 'kejutan', 'ke', 'pm', 'denmark', 'di', 'alunalun', 'kopenhagen']","['serangan', 'kejutan', 'pm', 'denmark', 'alunalun', 'kopenhagen']","['serang', 'kejut', 'pm', 'denmark', 'alunalun', 'kopenhagen']"
2370,Viral Kades di Pati Marahi Pemuda Depan Korban Tewas Imbas Tawuran,hard,viral kades di pati marahi pemuda depan korban tewas imbas tawuran,"['viral', 'kades', 'di', 'pati', 'marahi', 'pemuda', 'depan', 'korban', 'tewas', 'imbas', 'tawuran']","['viral', 'kades', 'pati', 'marahi', 'pemuda', 'korban', 'tewas', 'imbas', 'tawuran']","['viral', 'kades', 'pati', 'marah', 'pemuda', 'korban', 'tewas', 'imbas', 'tawur']"
2371,"Hotel di Alam Sutera Kebakaran, 3 Orang Tewas karena Terjebak dalam Lift",hard,hotel di alam sutera kebakaran orang tewas karena terjebak dalam lift,"['hotel', 'di', 'alam', 'sutera', 'kebakaran', 'orang', 'tewas', 'karena', 'terjebak', 'dalam', 'lift']","['hotel', 'alam', 'sutera', 'kebakaran', 'orang', 'tewas', 'terjebak', 'lift']","['hotel', 'alam', 'sutera', 'bakar', 'orang', 'tewas', 'jebak', 'lift']"
2372,Mulai Terkuak Misteri Akun FB Icha yang Minta 2 Ibu Cabuli Anak,hard,mulai terkuak misteri akun fb icha yang minta ibu cabuli anak,"['mulai', 'terkuak', 'misteri', 'akun', 'fb', 'icha', 'yang', 'minta', 'ibu', 'cabuli', 'anak']","['terkuak', 'misteri', 'akun', 'fb', 'icha', 'cabuli', 'anak']","['kuak', 'misteri', 'akun', 'fb', 'icha', 'cabul', 'anak']"
2373,Hanura Desak Program Tapera Dibatalkan: Berbau Pemaksaan ke Pekerja,hard,hanura desak program tapera dibatalkan berbau pemaksaan ke pekerja,"['hanura', 'desak', 'program', 'tapera', 'dibatalkan', 'berbau', 'pemaksaan', 'ke', 'pekerja']","['hanura', 'desak', 'program', 'tapera', 'dibatalkan', 'berbau', 'pemaksaan', 'pekerja']","['hanura', 'desak', 'program', 'tapera', 'batal', 'bau', 'paksa', 'kerja']"
